quote,author,category
Every man is a borrower and a mimic  life is theatrical and literature a quotation.,Ralph Waldo Emerson,imitation
Can anything be so elegant as to have few wants  and to serve them one's self?,Ralph Waldo Emerson,independence
An institution is the lengthened shadow of one man.,Ralph Waldo Emerson,individuality
Trust the instinct to the end  though you can render no reason.,Ralph Waldo Emerson,instincts
You have first an instinct  then an opinion  then a knowledge  as the plant has root  bud and fruit. Trust the instinct to the end  though you can render no reason.,Ralph Waldo Emerson,instincts
Our knowledge is the amassed thought and experience of innumerable minds.,Ralph Waldo Emerson,knowledge
If a man own land  the land owns him.,Ralph Waldo Emerson,land
If you shoot at a king you must kill him.,Ralph Waldo Emerson,"leaders, leadership"
In the morning a man walks with his whole body  in the evening  only with his legs.,Ralph Waldo Emerson,life
Life consists in what a man is thinking of all day.,Ralph Waldo Emerson,life
The whole of what we know is a system of compensations. Each suffering is rewarded  each sacrifice is made up  every debt is paid.,Ralph Waldo Emerson,life
Out of sleeping a waking  Out of waking a sleep.,Ralph Waldo Emerson,life
Happiness is a perfume which you cannot pour on someone without getting some on yourself.,Ralph Waldo Emerson,lighten
His heart was as great as the world  but there was no room in it to hold the memory of a wrong.,Ralph Waldo Emerson,lincoln
I can find my biography in every fable that I read.,Ralph Waldo Emerson,literature
It has come to be practically a sort of rule in literature that a man  having once shown himself capable of original writing  is entitled thenceforth to steal from the writings of others at discretion.,Ralph Waldo Emerson,literature
All mankind love a lover.,Ralph Waldo Emerson,love
To believe in luck ... is skepticism.,Ralph Waldo Emerson,luck
Shallow men believe in luck  wise and strong men in cause and effect.,Ralph Waldo Emerson,luck
Work and acquire  and thou hast chained the wheel of Chance.,Ralph Waldo Emerson,luck
Man is a piece of the universe made alive.,Ralph Waldo Emerson,man
Is not marriage an open question  when it is alleged  from the beginning of the world  that such as are in the institution wish to get out  and such as are out wish to get in.,Ralph Waldo Emerson,marriage
A person seldom falls sick but the bystanders are animated with a faint hope that he will die.,Ralph Waldo Emerson,"medicine, sickness"
Men are what their mothers made them.,Ralph Waldo Emerson,men
Shall we judge a country by the majority  or by the minority? By the minority  surely.,Ralph Waldo Emerson,minorities
The mob is man voluntarily descending to the nature of the beast.,Ralph Waldo Emerson,mobs
God had infinite time to give us.... He cut it up into a near succession of new mornings  and  with each  therefore  a new idea  new inventions  and new applications.,Ralph Waldo Emerson,mornings
Men are what their mothers made them.,Ralph Waldo Emerson,mother
Poverty  Frost  Famine  Rain  Disease  are the beadles and guardsmen that hold us to Common Sense.,Ralph Waldo Emerson,motivation
The sky is the daily bread of the eyes.,Ralph Waldo Emerson,nature
Nature is reckless of the individual. When she has points to carry  she carries them,Ralph Waldo Emerson,nature
When I first open my eyes upon the morning meadows and look out upon the beautiful world  I thank God I am alive.,Ralph Waldo Emerson,nature
Nature is too thin a screen  the glory of the omnipresent God bursts through everywhere.,Ralph Waldo Emerson,nature
Adopt the pace of nature: her secret is patience.,Ralph Waldo Emerson,nature
To the dull mind all nature is leaden. To the illumined mind the whole world burns and sparkles with light.,Ralph Waldo Emerson,nature
The creation of a thousand forests is in one acorn.,Ralph Waldo Emerson,nature
Nature is saturated with deity.,Ralph Waldo Emerson,nature
Earth laughs in flowers.,Ralph Waldo Emerson,nature
What is a weed? A plant whose virtues have not yet been discovered.,Ralph Waldo Emerson,nature
Finish each day and be done with it. You have done what you could  some blunders and absurdities have crept in  forget them as soon as you can. Tomorrow is a new day  you shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.,Ralph Waldo Emerson,nature
Write it on your heart that every day is the best day in the year.,Ralph Waldo Emerson,nature
The great majority of men are bundles of beginnings.,Ralph Waldo Emerson,"pressure, , diamonds, "
A hero is no braver than an ordinary man  but he is brave five minutes longer.,Ralph Waldo Emerson,"pressure, , diamonds, "
Our greatest glory consists not in never falling  but in rising every time we fall.,Ralph Waldo Emerson,"pressure, , diamonds, "
Whatever course you decide upon  there is always someone to tell you that you are wrong. There are always difficulties arising which tempt you to believe that your critics are right. To map out a course of action and follow it to an end requires ... courage.,Ralph Waldo Emerson,"pressure, , diamonds, "
Obedience alone gives the right to command.,Ralph Waldo Emerson,obedience
My evening visitors  if they cannot see the clock  should find the time in my face.,Ralph Waldo Emerson,observation
The difference between landscape and landscape is small  but there's a great difference in the beholders.,Ralph Waldo Emerson,observation
The eyes indicate the antiquity of the soul.,Ralph Waldo Emerson,observation
People only see what they are prepared to see.,Ralph Waldo Emerson,observation
The crowning fortune of a man is to be born to some pursuit which finds him employment and happiness  whether it be to make baskets  or broadswords  or canals  or statues  or songs.,Ralph Waldo Emerson,occupation
Who loses a day loses life.,Ralph Waldo Emerson,"one, day"
Write it on your heart that every day is the best day in the year.,Ralph Waldo Emerson,"one, day"
The days come and go like muffled and veiled figures sent from a distant friendly party  but they say nothing  and if we do not use the gifts they bring  they carry them as silently away.,Ralph Waldo Emerson,"one, day"
He is only rich who owns the day. There is no king  rich man  fairy  or demon who possesses such power as that.,Ralph Waldo Emerson,"one, day"
Guard well your spare moments. They are like uncut diamonds. Discard them and their value will never be known. Improve them and they will become the brightest gems in a useful life.,Ralph Waldo Emerson,"one, day"
To fill the hour  that is happiness  to fill the hour  and leave no crevice for a repentance or an approval.,Ralph Waldo Emerson,"one, day"
He has not learned the first lesson of life who does not every day surmount a fear.,Ralph Waldo Emerson,"one, day"
A day is a miniature eternity.,Ralph Waldo Emerson,"one, day"
The surest poison is time.,Ralph Waldo Emerson,"one, day"
The world is all gates  all opportunities  strings of tension waiting to be struck.,Ralph Waldo Emerson,opportunity
No great man ever complains of want of opportunity.,Ralph Waldo Emerson,opportunity
Glittering generalities! They are blazing ubiquities.,Ralph Waldo Emerson,oratory
"There are three wants which can never be satisfied: that of the rich  who want something more  that of the sick  who want something different  and that of the traveler  who says  ""Anywhere but here.""",Ralph Waldo Emerson,side
Men run away to other countries because they are not good in their own  and run back to their own because they pass for nothing in the new places.,Ralph Waldo Emerson,side
Fear is an instructor of great sagacity  and the herald of all revolutions.,Ralph Waldo Emerson,"ways, overcome, fear"
Fear is an instructor of great sagacity  and the herald of all revolutions.,Ralph Waldo Emerson,"ways, overcome, fear"
Can anything be so elegant as to have few wants  and to serve them one's self?,Ralph Waldo Emerson,"ownership, possession"
Pictures must not be too picturesque.,Ralph Waldo Emerson,painting
Adopt the pace of nature: her secret is patience.,Ralph Waldo Emerson,patience
